subject,cnr,efc
sub-CP0001,3.9133656540812156,0.5461093754698132
sub-CP0002,3.4917228250476087,0.5507131148762833
sub-CP0003,3.945744280159199,0.5589691524751268
sub-CP0004,3.266297915320098,0.5956387502336163
sub-CP0006,3.691894342914774,0.6110125568748833
sub-CP0007,3.8863622432009,0.5546666437505643
sub-CP0008,3.4691206042930154,0.5487923141319547
sub-CP0009,4.2921866868055965,0.5245150083768436
sub-CP0010,3.0360756504523727,0.626098994817677
sub-CP0011,3.7835600215767933,0.6022079164245726
sub-CP0013,3.9081750969670717,0.5448344420203045
sub-CP0014,3.674462987335079,0.5709290623725329
sub-CP0015,3.2731255911764263,0.6018116840084456
sub-CP0019,3.5716267308259964,0.5864022358412292
sub-CP0020,3.3230167894712337,0.5935998339649586
sub-CP0022,3.825498041461144,0.543086903782507
sub-CP0023,3.686583182236157,0.5718236115210044
sub-CP0024,3.6634472104240707,0.5494717059347733
sub-CP0025,3.7491420718401955,0.5350820047265188
sub-CP0028,3.784199369206147,0.560913590899806
sub-CP0029,4.0944179249074235,0.551255187981409
sub-CP0030,3.702073621772455,0.5734855064664683
sub-CP0031,3.4857050602634945,0.5800231750890973
sub-CP0032,3.864471265909215,0.5749936832869686
sub-CP0033,3.6437148913837114,0.5755359220371624
sub-CP0035,3.238865986123476,0.5287206491073371
sub-CP0036,3.407448409644755,0.5872875213856367
sub-CP0037,3.5085765263856246,0.5632734540568941
sub-CP0038,3.733092104129205,0.5509675855759956
sub-CP0039,3.2876328207570453,0.6153935517823617
sub-CP0040,4.429802954249154,0.5629129448646975
sub-CP0041,3.3363438917276755,0.5484804978886519
sub-CP0042,3.615450164248077,0.6102805866348688
sub-CP0043,3.3741349958000884,0.5925380764954521
sub-CP0044,3.7412511342768315,0.5464367890483236
sub-CP0046,3.611092880689381,0.5804014212247618
sub-CP0048,3.6541266747079417,0.549186320523272
sub-CP0050,4.246255470398627,0.5429160127278803
sub-CP0053,4.257636253818825,0.5603350959075978
sub-CP0054,3.368843088096926,0.5995914581495894
sub-CP0055,4.190279010990318,0.5539324725405339
sub-CP0056,3.506761056493193,0.5681905176106451
sub-CP0059,3.7805478663306267,0.5436565411671046
sub-CP0060,3.6302274813552553,0.5486855539820814
sub-CP0061,3.1342121085048547,0.5984806604832075
sub-CP0062,2.7967065941842453,0.604660905468553
sub-CP0064,4.00552661865084,0.5782531666248345
sub-CP0065,3.660349528347135,0.55414396076015
sub-CP0066,3.5307862780352886,0.5460510469233976
sub-CP0067,3.4626170960304155,0.5648325591852095
sub-CP0068,3.699816560521898,0.6005487265724131
sub-CP0069,3.8902471549410507,0.5160225017767456
sub-CP0070,3.444341479364088,0.578996131762397
sub-CP0071,3.6656328940070324,0.5473929283563518
sub-CP0072,3.3360598823356162,0.5765618845919953
sub-CP0073,3.1517978201940675,0.6024708989955908
sub-CP0074,4.003131584545488,0.6051672828475829
sub-CP0076,3.4750554950382155,0.5602921723589428
sub-CP0078,3.3911093596600685,0.603747746826436
sub-CP0079,3.913057137264708,0.5474501547331929
sub-CP0081,3.632121656241992,0.571262921573492
sub-CP0082,3.593803202812129,0.5640662439093161
sub-CP0084,3.6056770903091606,0.558573333584297
sub-CP0085,3.8100156053766105,0.604528769891168
sub-CP0086,3.6055427736850802,0.5480479317107139
sub-CP0087,3.4692500161095587,0.5602876750199389
sub-CP0088,3.8634570826294943,0.5425492494711606
sub-CP0089,3.8505022203369434,0.5661154092781918
sub-CP0090,4.071439526629729,0.525386971119455
sub-CP0091,3.724764530734928,0.5391789622597573
sub-CP0092,3.9242286259133006,0.5708606703303297
sub-CP0093,3.7137070069593983,0.536480391573038
sub-CP0094,3.4356444009992937,0.6031007304552479
sub-CP0096,3.4876357456705915,0.6101126640853132
sub-CP0097,3.9859112876155214,0.552207151971082
sub-CP0098,3.396251785970804,0.576244617541127
sub-CP0100,3.4132384958197686,0.6247303457236798
sub-CP0101,3.7836013397143384,0.5763192478877378
sub-CP0105,3.7461129169751426,0.6251058315885804
sub-CP0106,2.8127466381307156,0.517713757792292
sub-CP0107,3.1193880952379787,0.6296560489020923
sub-CP0108,2.904443198766978,0.6160940817899749
sub-CP0110,3.3916145122781005,0.5550729095710405
sub-CP0111,3.964202563425826,0.5527253256654825
sub-CP0112,3.6595055243693295,0.5461513579506503
sub-CP0113,3.5197150587841928,0.5564385519818656
sub-CP0114,3.1840544134156468,0.5687664347494111
sub-CP0115,3.6286899766474097,0.5842110400840859
sub-CP0116,3.22820095337043,0.5847872243458292
sub-CP0117,2.84834734905312,0.5748397872787137
sub-CP0118,3.8501510941110664,0.5636621925668569
sub-CP0121,3.4665563952944463,0.5952811950242227
sub-CP0122,3.3835187209082354,0.5953752668326807
sub-CP0123,3.0283513292819535,0.5825439997608375
sub-CP0124,3.617459854972637,0.5615350150731093
sub-CP0027,3.653642801002335,0.595083479500625
sub-CP0052,3.6284683231042894,0.5767950325100724
sub-CP0075,4.022494655983593,0.5419245378685658
sub-CP0099,3.4838239807179296,0.5860042382514709
sub-CP0125,3.3238191847674377,0.6077464442330961
sub-CP0153,3.9675064026499895,0.547953325381178
sub-CP0176,3.430095349883989,0.5946103156670748
sub-CP0199,3.4096851310634992,0.6011286950763328
sub-CP0218,3.9655313329565653,0.5568309154665829
sub-CP0126,3.6133220402807127,0.5449308517320358
sub-CP0127,3.6978520825275134,0.555357265772975
sub-CP0128,3.637851832864028,0.5482431294051952
sub-CP0131,3.6979771628565463,0.5957427092264753
sub-CP0133,3.836035863791641,0.5525164661309211
sub-CP0134,3.9322892679829313,0.5536528838244353
sub-CP0135,3.764364788050666,0.5761334892161333
sub-CP0136,2.7514639315234843,0.6251418486700013
sub-CP0138,3.8620128424481432,0.5492195662451197
sub-CP0139,3.602410454712812,0.570141672876845
sub-CP0140,3.2785040690213374,0.5781460128875717
sub-CP0141,3.743434660551052,0.5423956537592911
sub-CP0142,3.911470925625253,0.5839751335287834
sub-CP0143,3.82460387554462,0.5087039596707507
sub-CP0144,3.5812385948857917,0.5523668487233296
sub-CP0146,4.1066336938233885,0.5538189198140763
sub-CP0147,3.505603467014518,0.578503556992506
sub-CP0148,3.949163370815743,0.592990081249085
sub-CP0149,3.827928060443639,0.5943961275598852
sub-CP0154,3.4962992063012366,0.5974550863328816
sub-CP0156,3.804115226812248,0.5662479993207067
sub-CP0157,3.494996425405504,0.544242820571466
sub-CP0158,3.1834759837908893,0.5674327342449262
sub-CP0159,3.798458826381151,0.5571859858818982
sub-CP0160,3.5306494835347597,0.5855244392423062
sub-CP0161,3.617158927891168,0.5597133114267383
sub-CP0162,3.479163492768788,0.5429074613835378
sub-CP0163,3.9632182080856975,0.5741840894107678
sub-CP0165,3.5079498645608003,0.5624585927666547
sub-CP0167,3.673530079935321,0.5940014533611251
sub-CP0168,3.4815997282207842,0.5891435103779199
sub-CP0169,3.869124141240826,0.5620071549352471
sub-CP0170,3.5250579805297444,0.6084304126161251
sub-CP0171,3.614038476939919,0.5880930047497253
sub-CP0172,3.6746953475505317,0.6070135033042535
sub-CP0173,3.707064847914645,0.5501513913192702
sub-CP0174,3.875868961981112,0.5402166042476759
sub-CP0175,3.729880016094011,0.5459086608886072
