subject,cnr,efc
sub-02,2.7016030228274808,0.6209405894951017
sub-03,3.254515365844233,0.5851670245493331
sub-04,3.5648348407319608,0.5225486094395655
sub-05,2.9874058594174024,0.5786904743667599
sub-07,2.867607628356788,0.5407182800792117
sub-08,3.0631891574375887,0.5643725893817901
sub-09,2.9489205612270553,0.6117929426491705
sub-10,3.3301467903252924,0.5534118019041172
sub-100,3.5364899179972795,0.5649668321375093
sub-101,2.785625757650788,0.5859067943117048
sub-102,3.1147079603247323,0.5940231930339969
sub-103,2.512886338638145,0.6502481137560083
sub-104,3.231871759625917,0.4888906726288938
sub-105,3.2027376800699265,0.5326914853545446
sub-106,2.9464788732416376,0.5347547242579218
sub-107,3.6587809273060103,0.5502453486737579
sub-108,3.2806339202534844,0.5827479541424408
sub-109,3.5078828790087084,0.57929147839599
sub-11,2.8701772216615726,0.6128846844333077
sub-110,3.311921635478432,0.6094722573927436
sub-112,3.5917600554018025,0.5508453434170493
sub-113,3.3599524455823384,0.5522072936128005
sub-114,3.505060389790868,0.5608428395160566
sub-115,3.3618512891340186,0.5444860369940079
sub-116,3.0506484603957524,0.5726034937406997
sub-117,3.068495951143996,0.5650657049624201
sub-118,3.319034658157716,0.5507569451947449
sub-119,3.6050213959932687,0.5493499298637701
sub-120,2.6502698908112103,0.584823769559383
sub-121,3.5434191408743145,0.5627019986434995
sub-122,3.0824941520359648,0.5729485401057564
sub-123,3.3328500097745777,0.5666140614022624
sub-124,3.3607313647211425,0.5817272852947352
sub-125,3.411870657862383,0.5615656784170505
sub-126,3.531204073488059,0.5659636072916385
sub-127,2.9740633708504025,0.5903131306086958
sub-128,2.8727959895575124,0.5827030105643926
sub-129,2.8553277276217455,0.5999185671537127
sub-13,3.3646439744746255,0.5872187823666667
sub-130,2.888653148600551,0.5964224145070528
sub-132,3.4289391656529133,0.5541100466696119
sub-133,3.1384101856338398,0.5848989778224364
sub-134,3.587752613936274,0.5395196209762986
sub-135,3.4917744591459154,0.5717868589774696
sub-136,3.1104826498604674,0.5513069589805295
sub-137,3.6384483124583165,0.5757233537731344
sub-138,3.345283766548934,0.5425051364708554
sub-139,3.293405763715354,0.5645503111667618
sub-14,3.360719639840783,0.5325773408092599
sub-140,3.2792762249363703,0.5556021443154628
sub-141,3.0567864125635458,0.5627427936299727
sub-142,3.214658822908272,0.5731328932265447
sub-143,3.6323285755007944,0.5538790392251915
sub-144,3.443172073613533,0.5664153955660702
sub-145,3.268005824068529,0.564523803954566
sub-146,3.386080891759255,0.5073219488382088
sub-15,3.193644558950392,0.5929610635700205
sub-16,2.93439762803568,0.5818853498832117
sub-17,2.838000458482866,0.6419326202462061
sub-18,3.007832292232053,0.5647882605513525
sub-20,2.742676698057281,0.6594669092247403
sub-21,3.051355793798109,0.5640023635209245
sub-22,3.4253272639760226,0.5055628119940203
sub-24,2.9588474864645775,0.5688848551372323
sub-25,2.7050998009138048,0.5798518136492028
sub-26,3.4602111936190796,0.4809264224012329
sub-28,3.0428609921510295,0.5862422975525367
sub-29,3.137420661654004,0.5016188801376015
sub-30,2.976512047704727,0.6026743083307131
sub-31,2.9035827191069727,0.619932106165738
sub-32,2.9810146066983294,0.6360935052778485
sub-33,3.1955915404410162,0.6158253266165332
sub-34,3.0105874123370646,0.5847816388262358
sub-38,3.1390839820938665,0.6110035587638453
sub-39,2.9669330777851415,0.5746232760800615
sub-40,2.560146291817063,0.5615341226403696
sub-41,2.8182220989375346,0.5700363449433765
sub-42,3.328214278919531,0.5876205455832633
sub-43,2.9650203592851647,0.560820391149638
sub-44,3.050013037676281,0.5787297354170445
sub-46,3.1107418361159205,0.5355593878435805
sub-47,3.2557884400186645,0.48501433899237223
sub-48,2.879630328250678,0.5928872292874224
sub-49,2.8286656459934023,0.5789672059997581
sub-50,3.2916202092361555,0.5039894778065996
sub-51,3.3341834390111385,0.5839866658494323
sub-52,2.884849554692359,0.5473658455489855
sub-53,2.9344320924378673,0.506635614136043
sub-54,3.3278778615846654,0.547417017982139
sub-55,3.0012554244085696,0.6053275521598023
sub-56,3.1270153469852078,0.5267377682345434
sub-57,3.291551160125002,0.5128197111696877
sub-58,3.239866847181846,0.5104520119062201
sub-59,3.0161528369859663,0.5932549498735036
sub-60,2.935037078141784,0.5842427294689483
